epoch,loss
865,0.00014668
866,0.00014649
867,0.00014635
868,0.00014632
869,0.00014633
870,0.00014636
871,0.00014632
872,0.00014621
873,0.00014613
874,0.00014607
875,0.00014604
876,0.00014603
877,0.00014605
878,0.00014602
879,0.00014595
880,0.00014589
881,0.00014585
882,0.00014583
883,0.00014583
884,0.00014583
885,0.00014588
886,0.00014591
887,0.00014599
888,0.00014612
889,0.00014632
890,0.00014665
891,0.00014712
892,0.00014786
893,0.00014898
894,0.00015059
895,0.00015274
896,0.00015529
897,0.00015761
898,0.0001586
899,0.00015738
900,0.00015402
901,0.00015012
902,0.0001475
903,0.00014725
904,0.00014862
905,0.00014996
906,0.0001499
907,0.00014846
908,0.00014681
909,0.00014611
910,0.00014661
911,0.00014742
912,0.00014758
913,0.0001469
914,0.00014603
915,0.00014563
916,0.00014588
917,0.00014624
918,0.00014627
919,0.00014595
920,0.00014553
921,0.0001454
922,0.00014539
923,0.00014554
924,0.00014559
925,0.00014545
926,0.00014525
927,0.0001451
928,0.00014509
929,0.00014514
930,0.00014516
931,0.00014513
932,0.00014502
933,0.00014493
934,0.0001449
935,0.00014493
936,0.00014496
937,0.00014499
938,0.00014499
939,0.00014496
940,0.000145
941,0.00014504
942,0.0001452
943,0.00014549
944,0.00014588
945,0.00014648
946,0.0001474
947,0.00014875
948,0.00015083
949,0.0001535
950,0.00015656
951,0.0001586
952,0.00015917
953,0.00015664
954,0.00015299
955,0.00014962
956,0.00014827
957,0.00014889
958,0.00015019
959,0.00015072
960,0.00014969
961,0.00014783
962,0.00014633
963,0.00014608
964,0.00014657
965,0.0001469
966,0.00014662
967,0.00014589
968,0.0001454
969,0.00014539
970,0.00014556
971,0.00014555
972,0.00014532
973,0.00014489
974,0.00014469
975,0.00014468
976,0.00014478
977,0.00014482
978,0.00014462
979,0.00014445
980,0.00014436
981,0.00014431
982,0.0001443
983,0.00014425
984,0.0001442
985,0.0001441
986,0.00014402
987,0.00014402
988,0.00014398
989,0.00014398
990,0.00014394
991,0.00014389
992,0.00014385
993,0.0001438
994,0.00014379
995,0.00014376
996,0.00014374
997,0.0001437
998,0.00014369
999,0.00014367
1000,0.00014367
1001,0.00014363
1002,0.00014362
1003,0.00014363
1004,0.00014366
1005,0.00014371
1006,0.00014382
1007,0.00014398
1008,0.00014428
1009,0.00014474
1010,0.00014542
1011,0.00014655
1012,0.00014808
1013,0.00015039
1014,0.00015348
1015,0.0001575
1016,0.00016107
1017,0.0001632
1018,0.00016109
1019,0.00015577
1020,0.00014929
1021,0.00014565
1022,0.0001461
1023,0.00014876
1024,0.00015042
1025,0.00014938
1026,0.00014683
1027,0.00014483
1028,0.00014475
1029,0.00014591
1030,0.00014666
1031,0.00014601
1032,0.00014469
1033,0.00014388
1034,0.00014407
1035,0.00014468
1036,0.00014485
1037,0.00014438
1038,0.00014369
1039,0.0001434
1040,0.0001436
1041,0.00014386
1042,0.00014385
1043,0.00014356
1044,0.0001432
1045,0.00014309
1046,0.00014317
1047,0.00014332
1048,0.00014336
1049,0.00014311
1050,0.00014294
1051,0.00014295
1052,0.00014291
1053,0.00014293
1054,0.00014293
1055,0.00014286
1056,0.00014278
1057,0.00014272
1058,0.00014272
1059,0.00014276
1060,0.0001428
1061,0.00014285
1062,0.00014291
1063,0.00014303
1064,0.00014311
1065,0.00014323
1066,0.00014336
1067,0.00014352
1068,0.00014364
1069,0.00014384
1070,0.00014407
1071,0.0001443
1072,0.00014453
1073,0.00014477
1074,0.00014504
1075,0.0001453
1076,0.00014549
1077,0.00014559
1078,0.00014548
1079,0.00014527
1080,0.00014492
1081,0.00014458
1082,0.00014433
1083,0.00014424
1084,0.00014431
1085,0.00014445
1086,0.00014466
1087,0.00014502
1088,0.0001457
1089,0.00014674
1090,0.00014794
1091,0.00014905
1092,0.00014976
1093,0.00014988
1094,0.00014955
1095,0.00014877
1096,0.00014748
1097,0.00014577
1098,0.00014422
1099,0.00014344
1100,0.0001436
1101,0.0001442
1102,0.00014465
1103,0.00014456
1104,0.00014412
1105,0.00014354
1106,0.00014298
1107,0.00014259
1108,0.00014249
1109,0.00014247
1110,0.00014262
1111,0.00014271
1112,0.00014264
1113,0.00014247
1114,0.00014223
1115,0.00014204
1116,0.00014192
1117,0.00014192
1118,0.00014197
1119,0.00014206
1120,0.00014207
1121,0.00014204
1122,0.00014193
1123,0.00014183
1124,0.00014175
1125,0.0001417
1126,0.00014162
1127,0.00014161
1128,0.00014164
1129,0.0001417
1130,0.00014175
1131,0.00014187
1132,0.00014203
1133,0.00014227
1134,0.00014265
1135,0.00014321
1136,0.00014407
1137,0.00014538
1138,0.00014725
1139,0.00014977
1140,0.00015284
1141,0.00015591
1142,0.00015778
1143,0.0001571
1144,0.00015371
1145,0.00014896
1146,0.00014538
1147,0.00014429
1148,0.0001454
1149,0.00014695
1150,0.00014742
1151,0.00014611
1152,0.00014405
1153,0.00014265
1154,0.00014255
1155,0.00014329
1156,0.00014378
1157,0.00014344
1158,0.00014255
1159,0.00014187
1160,0.00014176
1161,0.00014207
1162,0.0001423
1163,0.00014217
1164,0.00014176
1165,0.0001414
1166,0.00014126
1167,0.00014134
1168,0.00014141
1169,0.00014141
1170,0.0001413
1171,0.00014111
1172,0.00014099
1173,0.00014096
1174,0.00014097
1175,0.00014095
1176,0.00014092
1177,0.0001408
1178,0.00014075
1179,0.0001407
1180,0.00014071
1181,0.00014071
1182,0.0001407
1183,0.00014069
1184,0.00014065
1185,0.00014061
1186,0.00014064
1187,0.00014072
1188,0.00014088
1189,0.00014107
1190,0.00014135
1191,0.00014175
1192,0.0001423
1193,0.00014308
1194,0.00014418
1195,0.00014591
1196,0.00014832
1197,0.00015148
1198,0.00015478
1199,0.00015741
1200,0.0001578
1201,0.00015608
1202,0.00015233
1203,0.00014872
1204,0.00014669
1205,0.00014709
1206,0.00014848
1207,0.00014903
1208,0.00014758
1209,0.00014493
1210,0.00014289
1211,0.00014258
1212,0.00014333
1213,0.00014382
1214,0.00014336
1215,0.00014242
1216,0.00014175
1217,0.0001417
1218,0.00014188
1219,0.00014179
1220,0.00014133
1221,0.00014099
1222,0.00014093
1223,0.00014103
1224,0.00014097
1225,0.00014074
1226,0.00014051
1227,0.00014043
1228,0.00014041
1229,0.00014039
1230,0.00014031
1231,0.00014023
1232,0.00014015
1233,0.0001401
1234,0.00014001
1235,0.00013995
1236,0.0001399
1237,0.00013991
1238,0.00013988
1239,0.00013984
1240,0.00013975
1241,0.0001397
1242,0.00013969
1243,0.00013967
1244,0.00013965
1245,0.00013962
1246,0.0001396
1247,0.00013955
1248,0.00013952
1249,0.0001395
1250,0.00013948
1251,0.00013947
1252,0.00013949
1253,0.00013953
1254,0.00013955
1255,0.00013964
1256,0.00013979
1257,0.00014007
1258,0.00014055
1259,0.00014111
1260,0.00014182
1261,0.00014256
1262,0.00014338
1263,0.00014459
1264,0.00014627
1265,0.00014814
1266,0.00014948
1267,0.00015008
1268,0.0001497
1269,0.00014884
1270,0.00014733
1271,0.00014603
1272,0.000145
1273,0.00014466
1274,0.00014474
1275,0.00014494
1276,0.00014467
1277,0.00014401
1278,0.00014314
1279,0.00014242
1280,0.0001419
1281,0.00014163
1282,0.00014151
1283,0.00014151
1284,0.00014129
1285,0.00014073
1286,0.00014003
1287,0.00013957
1288,0.00013959
1289,0.0001399
1290,0.00014005
1291,0.00013994
1292,0.00013968
1293,0.00013948
1294,0.00013944
1295,0.00013951
1296,0.00013943
1297,0.00013931
1298,0.00013923
1299,0.00013916
1300,0.00013911
1301,0.00013906
1302,0.00013903
1303,0.00013896
1304,0.0001389
1305,0.00013885
1306,0.00013884
1307,0.00013884
1308,0.00013888
1309,0.00013889
1310,0.00013894
1311,0.00013904
1312,0.0001392
1313,0.00013948
1314,0.00013998
1315,0.00014072
1316,0.00014197
1317,0.00014398
1318,0.00014657
1319,0.00015015
1320,0.00015461
1321,0.00015844
1322,0.00016066
1323,0.00015867
1324,0.00015335
1325,0.00014629
1326,0.0001414
1327,0.00014064
1328,0.000143
1329,0.00014553
1330,0.00014559
1331,0.00014339
1332,0.00014076
1333,0.00013967
1334,0.00014033
1335,0.00014133
1336,0.00014152
1337,0.00014065
1338,0.00013962
1339,0.00013913
1340,0.00013937
1341,0.00013973
1342,0.00013974
1343,0.00013926
1344,0.00013882
1345,0.00013863
1346,0.00013872
1347,0.00013886
1348,0.00013881
1349,0.0001386
1350,0.00013838
1351,0.00013824
1352,0.00013827
1353,0.00013832
1354,0.00013833
1355,0.00013822
1356,0.00013807
1357,0.00013801
1358,0.00013796
1359,0.00013799
1360,0.000138
1361,0.00013794
1362,0.00013788
1363,0.00013784
1364,0.00013776
1365,0.00013778
1366,0.00013775
1367,0.00013778
1368,0.00013777
1369,0.00013772
1370,0.00013771
1371,0.00013773
1372,0.00013775
1373,0.00013777
1374,0.00013784
1375,0.00013784
1376,0.00013788
1377,0.00013797
1378,0.00013819
1379,0.00013864
1380,0.00013949
1381,0.00014091
1382,0.00014304
1383,0.00014639
1384,0.00015124
1385,0.00015763
1386,0.00016337
1387,0.00016667
1388,0.00016452
1389,0.00015832
1390,0.00015088
1391,0.0001468
1392,0.00014658
1393,0.00014738
1394,0.00014673
1395,0.00014468
1396,0.00014299
1397,0.00014241
1398,0.0001424
1399,0.00014224
1400,0.0001415
1401,0.00014059
1402,0.00013998
1403,0.00014004
1404,0.00014015
1405,0.00013971
1406,0.00013899
1407,0.00013874
1408,0.00013892
1409,0.00013883
1410,0.0001384
1411,0.00013819
1412,0.00013821
1413,0.00013814
1414,0.00013786
1415,0.00013773
1416,0.00013779
1417,0.00013773
1418,0.00013757
1419,0.00013741
1420,0.0001374
1421,0.00013736
1422,0.00013735
1423,0.00013722
1424,0.00013715
1425,0.0001371
1426,0.00013709
1427,0.00013705
1428,0.00013699
1429,0.00013693
1430,0.00013689
1431,0.00013687
1432,0.00013684
1433,0.00013682
1434,0.00013678
1435,0.00013675
1436,0.00013671
1437,0.00013669
1438,0.00013668
1439,0.00013665
1440,0.0001366
1441,0.0001366
1442,0.00013657
1443,0.00013656
1444,0.00013652
1445,0.0001365
1446,0.00013652
1447,0.00013653
1448,0.00013664
1449,0.00013673
1450,0.00013694
1451,0.00013726
1452,0.00013759
1453,0.00013775
1454,0.0001378
1455,0.00013804
1456,0.00013874
1457,0.00013993
1458,0.00014152
1459,0.00014356
1460,0.00014647
1461,0.00014987
1462,0.00015341
1463,0.00015523
1464,0.00015496
1465,0.00015177
1466,0.00014749
1467,0.0001437
1468,0.00014209
1469,0.0001426
1470,0.00014366
1471,0.00014362
1472,0.00014181
1473,0.00013964
1474,0.00013855
1475,0.0001388
1476,0.00013943
1477,0.00013955
1478,0.00013907
1479,0.00013823
1480,0.00013759
1481,0.0001374
1482,0.00013752
1483,0.00013768
1484,0.0001375
1485,0.00013718
1486,0.00013691
1487,0.0001368
1488,0.00013672
1489,0.00013667
1490,0.00013664
1491,0.00013657
1492,0.00013646
1493,0.00013632
1494,0.00013622
1495,0.00013622
1496,0.00013621
1497,0.00013613
1498,0.00013602
1499,0.00013599
1500,0.00013594
1501,0.00013593
1502,0.00013589
1503,0.00013583
1504,0.00013581
1505,0.00013577
1506,0.00013576
1507,0.00013571
1508,0.00013569
1509,0.00013565
1510,0.00013571
1511,0.00013562
1512,0.00013555
1513,0.00013555
1514,0.00013554
1515,0.00013557
1516,0.0001355
1517,0.0001355
1518,0.00013551
1519,0.00013556
1520,0.00013568
1521,0.00013586
1522,0.00013625
1523,0.00013689
1524,0.00013793
1525,0.00013956
1526,0.00014192
1527,0.00014532
1528,0.00014986
1529,0.00015584
1530,0.00016209
1531,0.00016674
1532,0.00016543
1533,0.0001588
1534,0.00014985
1535,0.0001441
1536,0.00014338
1537,0.00014525
1538,0.00014618
1539,0.00014431
1540,0.00014134
1541,0.00013963
1542,0.00013991
1543,0.00014075
1544,0.00014028
1545,0.00013877
1546,0.00013779
1547,0.00013803
1548,0.00013829
1549,0.00013775
1550,0.00013704
1551,0.00013684
1552,0.00013696
1553,0.00013684
1554,0.0001365
1555,0.00013625
1556,0.00013612
1557,0.00013601
1558,0.000136
1559,0.0001359
1560,0.00013574
1561,0.00013554
1562,0.00013552
1563,0.00013557
1564,0.00013547
1565,0.0001353
1566,0.00013524
1567,0.00013524
1568,0.0001352
1569,0.00013511
1570,0.00013503
1571,0.00013501
1572,0.00013498
1573,0.00013495
1574,0.00013489
1575,0.00013485
1576,0.00013483
1577,0.00013481
1578,0.00013476
1579,0.00013473
1580,0.00013472
1581,0.00013469
1582,0.00013476
1583,0.00013465
1584,0.00013461
1585,0.00013461
1586,0.00013458
1587,0.00013456
1588,0.00013454
1589,0.00013457
1590,0.00013459
1591,0.00013465
1592,0.00013472
1593,0.00013477
1594,0.00013489
1595,0.0001349
1596,0.00013492
1597,0.00013491
1598,0.00013504
1599,0.00013542
1600,0.00013625
1601,0.0001377
1602,0.00013988
1603,0.00014284
1604,0.00014718
1605,0.00015329
1606,0.00016113
1607,0.00016738
1608,0.00016874
1609,0.00016201
1610,0.00015159
1611,0.0001429
1612,0.00014025
1613,0.00014267
1614,0.00014565
1615,0.00014531
1616,0.00014153
1617,0.00013818
1618,0.00013794
1619,0.00013957
1620,0.00014009
1621,0.00013859
1622,0.00013682
1623,0.0001364
1624,0.00013705
1625,0.00013732
1626,0.00013667
1627,0.00013577
1628,0.0001356
1629,0.00013581
1630,0.00013576
1631,0.00013543
1632,0.00013515
1633,0.00013505
1634,0.00013497
1635,0.00013488
1636,0.00013476
1637,0.00013473
1638,0.00013462
1639,0.00013445
1640,0.00013434
1641,0.00013438
1642,0.0001344
1643,0.00013427
1644,0.00013411
1645,0.00013408
1646,0.0001341
1647,0.00013411
1648,0.00013399
1649,0.00013391
1650,0.00013389
1651,0.0001339
1652,0.00013389
1653,0.00013382
1654,0.00013377
1655,0.00013375
1656,0.00013372
1657,0.00013369
1658,0.00013369
1659,0.00013363
1660,0.00013363
1661,0.00013367
1662,0.00013357
1663,0.00013354
1664,0.00013349
1665,0.00013349
1666,0.00013348
